epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,893.949,1.15157,0.87055,1.40357,0.98872,0.96782,0.98977,0.64781,1.16892,0.54411,1.56922,0.0016832,0.0016832,0.0016832
18,946.277,1.13932,0.84541,1.39566,0.97286,0.9802,0.99022,0.64457,1.26565,0.52999,1.62425,0.0016634,0.0016634,0.0016634
19,998.194,1.13255,0.83845,1.40149,0.96384,0.9901,0.99259,0.65169,1.22413,0.52625,1.59632,0.0016436,0.0016436,0.0016436
20,1050.22,1.1328,0.84637,1.39116,0.98265,0.98112,0.99104,0.63683,1.25245,0.55416,1.61556,0.0016238,0.0016238,0.0016238
21,1107.9,1.11374,0.83174,1.38753,0.97643,0.97525,0.98779,0.63439,1.22867,0.52139,1.60661,0.001604,0.001604,0.001604
22,1159.87,1.12462,0.8469,1.38936,0.97883,0.97772,0.98983,0.65281,1.17799,0.52195,1.56092,0.0015842,0.0015842,0.0015842
23,1212.12,1.09717,0.81612,1.36989,0.96517,0.9703,0.9896,0.66259,1.17317,0.52768,1.56098,0.0015644,0.0015644,0.0015644
24,1265.12,1.10173,0.81866,1.37544,0.97751,0.97525,0.99152,0.66155,1.18897,0.5299,1.55218,0.0015446,0.0015446,0.0015446
25,1317.1,1.12108,0.81352,1.38597,0.97291,0.9779,0.99277,0.66471,1.17791,0.52005,1.5454,0.0015248,0.0015248,0.0015248
26,1369.14,1.09234,0.7977,1.36153,0.98213,0.98515,0.9916,0.65592,1.20563,0.49829,1.57822,0.001505,0.001505,0.001505
27,1421.73,1.10304,0.80866,1.36856,0.98747,0.97516,0.99248,0.66113,1.20145,0.50775,1.58168,0.0014852,0.0014852,0.0014852
28,1474.41,1.08102,0.79271,1.3603,0.97216,0.98267,0.99176,0.65371,1.17959,0.51716,1.56501,0.0014654,0.0014654,0.0014654
29,1526.62,1.08295,0.78376,1.35754,0.98316,0.98515,0.99252,0.66172,1.20325,0.527,1.55921,0.0014456,0.0014456,0.0014456
30,1579.28,1.08166,0.78606,1.36008,0.98198,0.9901,0.99354,0.66163,1.16861,0.48957,1.57052,0.0014258,0.0014258,0.0014258
31,1631.4,1.07688,0.78689,1.35341,0.97699,0.97525,0.99027,0.64584,1.21913,0.51829,1.57976,0.001406,0.001406,0.001406
32,1683.82,1.05971,0.78257,1.35406,0.98759,0.985,0.99317,0.66637,1.14071,0.50514,1.52022,0.0013862,0.0013862,0.0013862
33,1735.82,1.06999,0.77854,1.35268,0.98459,0.98515,0.99245,0.66651,1.15589,0.48265,1.5191,0.0013664,0.0013664,0.0013664
34,1788.25,1.06144,0.76114,1.34454,0.97707,0.97772,0.99196,0.66473,1.1531,0.47051,1.52796,0.0013466,0.0013466,0.0013466
35,1840.41,1.06052,0.764,1.35202,0.98393,0.97772,0.99268,0.66278,1.16121,0.48815,1.53321,0.0013268,0.0013268,0.0013268
36,1892.78,1.05536,0.75615,1.34011,0.98989,0.9901,0.99371,0.67707,1.12899,0.45975,1.5232,0.001307,0.001307,0.001307
37,1944.98,1.05221,0.74275,1.33885,0.98729,0.98515,0.99369,0.67574,1.13881,0.48885,1.51594,0.0012872,0.0012872,0.0012872
38,1997.48,1.05802,0.74246,1.33796,0.99002,0.9901,0.99367,0.67374,1.13556,0.45588,1.53421,0.0012674,0.0012674,0.0012674
39,2049.44,1.05961,0.74719,1.33853,0.99162,0.9901,0.99373,0.66861,1.16711,0.45966,1.58367,0.0012476,0.0012476,0.0012476
40,2101.31,1.0383,0.74419,1.32568,0.9875,0.98762,0.99355,0.66247,1.19834,0.47414,1.56049,0.0012278,0.0012278,0.0012278
41,2152.89,1.04536,0.73401,1.33708,0.98687,0.9901,0.99365,0.69455,1.10036,0.45076,1.48663,0.001208,0.001208,0.001208
42,2204.67,1.0419,0.745,1.33624,0.98458,0.98515,0.99088,0.68191,1.101,0.45913,1.49056,0.0011882,0.0011882,0.0011882
43,2255.84,1.03949,0.72856,1.32008,0.97938,0.97525,0.99103,0.65012,1.1649,0.48226,1.53827,0.0011684,0.0011684,0.0011684
44,2307.56,1.02952,0.72516,1.32294,0.99229,0.99257,0.9938,0.66418,1.14961,0.45312,1.51365,0.0011486,0.0011486,0.0011486
45,2359.37,1.03083,0.71908,1.32604,0.98221,0.97772,0.99266,0.66843,1.17257,0.48361,1.53479,0.0011288,0.0011288,0.0011288
46,2412.15,1.02258,0.7383,1.31362,0.97162,0.9703,0.99121,0.68386,1.111,0.45887,1.5152,0.001109,0.001109,0.001109
47,2465.28,1.01717,0.71214,1.31069,0.97679,0.97525,0.99131,0.67448,1.11965,0.45931,1.5316,0.0010892,0.0010892,0.0010892
48,2518.01,1.01054,0.72005,1.31005,0.97952,0.98515,0.99255,0.67971,1.09604,0.45482,1.47696,0.0010694,0.0010694,0.0010694
49,2570.39,1.01445,0.71212,1.31467,0.98426,0.98762,0.99357,0.68338,1.13707,0.45883,1.5107,0.0010496,0.0010496,0.0010496
50,2623.34,1.02037,0.70637,1.31616,0.98708,0.98762,0.99348,0.69414,1.11103,0.44513,1.49079,0.0010298,0.0010298,0.0010298
51,2676.47,1.00153,0.69777,1.30166,0.99133,0.9901,0.99353,0.67941,1.09646,0.43719,1.49973,0.00101,0.00101,0.00101
52,2729.78,1.00389,0.70438,1.30462,0.9821,0.98267,0.99283,0.69375,1.1449,0.44105,1.51849,0.0009902,0.0009902,0.0009902
53,2783.02,1.0115,0.69867,1.30992,0.98226,0.98515,0.99299,0.69129,1.1112,0.42908,1.49772,0.0009704,0.0009704,0.0009704
54,2835.75,1.00194,0.67414,1.29603,0.9729,0.97733,0.99169,0.66528,1.15763,0.45992,1.53767,0.0009506,0.0009506,0.0009506
55,2888.47,1.00082,0.70394,1.2997,0.97716,0.97772,0.99243,0.69349,1.11321,0.44464,1.51068,0.0009308,0.0009308,0.0009308
56,2940.9,0.99572,0.69095,1.29471,0.98215,0.98762,0.99231,0.68985,1.08891,0.43819,1.48362,0.000911,0.000911,0.000911
57,2993.63,1.00184,0.69615,1.29988,0.98648,0.98762,0.99213,0.68012,1.11943,0.44394,1.50039,0.0008912,0.0008912,0.0008912
58,3046.37,0.99529,0.68435,1.29224,0.9796,0.9802,0.99081,0.68905,1.12989,0.42926,1.5111,0.0008714,0.0008714,0.0008714
59,3099.26,0.98908,0.6768,1.29612,0.98481,0.98515,0.99262,0.69282,1.09762,0.43614,1.49802,0.0008516,0.0008516,0.0008516
60,3151.25,0.98106,0.67546,1.28857,0.98518,0.98708,0.99273,0.67322,1.1346,0.44685,1.5117,0.0008318,0.0008318,0.0008318
61,3203.49,0.96633,0.67325,1.28247,0.98721,0.98762,0.99239,0.69116,1.1341,0.42388,1.52566,0.000812,0.000812,0.000812
62,3256.23,0.98193,0.67061,1.28856,0.98731,0.98762,0.99213,0.68809,1.14669,0.41711,1.53234,0.0007922,0.0007922,0.0007922
63,3308.43,0.97143,0.66577,1.27634,0.9946,0.99505,0.99426,0.69128,1.10593,0.3956,1.49582,0.0007724,0.0007724,0.0007724
64,3361.34,0.97753,0.66345,1.28081,0.9799,0.9802,0.99122,0.68995,1.11527,0.42344,1.48754,0.0007526,0.0007526,0.0007526
65,3414.14,0.97411,0.65884,1.27359,0.98208,0.98267,0.99234,0.70063,1.07672,0.42328,1.47062,0.0007328,0.0007328,0.0007328
66,3466.85,0.97015,0.65595,1.2764,0.98475,0.98762,0.99313,0.69951,1.08076,0.42133,1.47673,0.000713,0.000713,0.000713
67,3519.13,0.96579,0.64894,1.2716,0.99257,0.99215,0.99388,0.69953,1.10332,0.42089,1.48154,0.0006932,0.0006932,0.0006932
68,3572.08,0.9538,0.6486,1.27057,0.97931,0.97772,0.99249,0.6968,1.10113,0.43422,1.49854,0.0006734,0.0006734,0.0006734
69,3624.38,0.96483,0.65442,1.27512,0.98701,0.9901,0.99383,0.68702,1.11856,0.4189,1.50337,0.0006536,0.0006536,0.0006536
70,3676.29,0.95596,0.64544,1.26161,0.98942,0.99257,0.99315,0.69033,1.09959,0.4246,1.47085,0.0006338,0.0006338,0.0006338
71,3729.31,0.95461,0.65123,1.26731,0.98029,0.98469,0.99304,0.70436,1.08555,0.41374,1.46507,0.000614,0.000614,0.000614
72,3782.04,0.94131,0.6488,1.25851,0.98225,0.98267,0.99271,0.70936,1.08426,0.39934,1.47143,0.0005942,0.0005942,0.0005942
73,3835.13,0.95144,0.65857,1.26983,0.98762,0.98724,0.99385,0.71412,1.0694,0.40674,1.45741,0.0005744,0.0005744,0.0005744
74,3887.31,0.93942,0.6266,1.26064,0.9845,0.98515,0.99233,0.69075,1.11578,0.4209,1.48898,0.0005546,0.0005546,0.0005546
75,3940.17,0.94212,0.63457,1.26232,0.98723,0.98762,0.99327,0.69928,1.09983,0.41064,1.47652,0.0005348,0.0005348,0.0005348
76,3993.15,0.92441,0.62437,1.25152,0.98515,0.98547,0.99298,0.69183,1.12406,0.40966,1.5031,0.000515,0.000515,0.000515
77,4045.94,0.94724,0.63926,1.26599,0.98267,0.9822,0.9925,0.70111,1.11461,0.42025,1.49148,0.0004952,0.0004952,0.0004952
78,4098.55,0.94043,0.63343,1.26105,0.98483,0.98515,0.9931,0.69252,1.11577,0.40556,1.49386,0.0004754,0.0004754,0.0004754
79,4151.5,0.92902,0.62445,1.25447,0.98685,0.9901,0.99364,0.71086,1.09296,0.39907,1.47283,0.0004556,0.0004556,0.0004556
80,4204.03,0.92408,0.62,1.25156,0.98227,0.98267,0.99231,0.69939,1.10548,0.40567,1.47805,0.0004358,0.0004358,0.0004358
81,4256.72,0.92195,0.61185,1.24687,0.98509,0.98267,0.9924,0.70039,1.08621,0.40444,1.48267,0.000416,0.000416,0.000416
82,4309.85,0.91355,0.60369,1.24739,0.9796,0.9802,0.99126,0.70196,1.09913,0.401,1.47878,0.0003962,0.0003962,0.0003962
83,4363.09,0.90515,0.59089,1.24092,0.99186,0.99257,0.99384,0.69742,1.1029,0.40494,1.49221,0.0003764,0.0003764,0.0003764
84,4417.26,0.91967,0.60791,1.24731,0.97729,0.97772,0.99152,0.70297,1.10298,0.41023,1.49004,0.0003566,0.0003566,0.0003566
85,4470.21,0.91398,0.60763,1.24793,0.98019,0.97998,0.99103,0.70256,1.08436,0.40114,1.48144,0.0003368,0.0003368,0.0003368
86,4523,0.90862,0.61625,1.23651,0.97992,0.98267,0.99258,0.70265,1.08281,0.39773,1.4824,0.000317,0.000317,0.000317
87,4575.77,0.91146,0.60597,1.23315,0.98506,0.98515,0.99342,0.70804,1.08769,0.39964,1.47666,0.0002972,0.0002972,0.0002972
88,4628.57,0.90703,0.60256,1.23866,0.98219,0.98267,0.99227,0.70154,1.12218,0.40703,1.50993,0.0002774,0.0002774,0.0002774
89,4680.29,0.90027,0.59348,1.22631,0.98472,0.98515,0.99304,0.70711,1.10581,0.3995,1.49613,0.0002576,0.0002576,0.0002576
90,4732.99,0.88553,0.59225,1.22307,0.98715,0.98762,0.99363,0.71065,1.08305,0.39876,1.47595,0.0002378,0.0002378,0.0002378
91,4787.48,0.87973,0.3801,1.31043,0.97966,0.9802,0.99142,0.68728,1.09049,0.40164,1.4807,0.000218,0.000218,0.000218
92,4837.83,0.83693,0.35939,1.27948,0.98217,0.98267,0.99102,0.69192,1.09911,0.40384,1.48826,0.0001982,0.0001982,0.0001982
93,4888.42,0.84642,0.35639,1.29012,0.98515,0.98501,0.99244,0.69476,1.11526,0.41026,1.4917,0.0001784,0.0001784,0.0001784
94,4939.23,0.83749,0.35394,1.28309,0.98271,0.98504,0.99244,0.6985,1.09313,0.40825,1.47965,0.0001586,0.0001586,0.0001586
95,4988.63,0.82463,0.3477,1.26674,0.98514,0.98426,0.99231,0.69867,1.08948,0.40164,1.48948,0.0001388,0.0001388,0.0001388
96,5039.25,0.81765,0.34462,1.27187,0.98025,0.98259,0.9916,0.70427,1.08552,0.39696,1.48371,0.000119,0.000119,0.000119
97,5090.27,0.81827,0.34488,1.27432,0.9826,0.98515,0.99232,0.70571,1.09597,0.39655,1.48987,9.92e-05,9.92e-05,9.92e-05
98,5141.29,0.81195,0.34238,1.25193,0.98515,0.98493,0.99236,0.70247,1.10337,0.40314,1.49981,7.94e-05,7.94e-05,7.94e-05
99,5191.01,0.80235,0.34202,1.25783,0.98267,0.98251,0.99175,0.70646,1.10258,0.40138,1.49812,5.96e-05,5.96e-05,5.96e-05
100,5242.01,0.80312,0.33991,1.2551,0.98267,0.98261,0.99145,0.70477,1.0986,0.39901,1.49376,3.98e-05,3.98e-05,3.98e-05
