epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,2460.83,0.91116,0.5792,1.1958,0.98993,0.99061,0.99314,0.69165,1.03882,0.37181,1.35337,0.0004358,0.0004358,0.0004358
81,2491.8,0.90561,0.56907,1.18541,0.98991,0.99061,0.9935,0.70054,1.02215,0.36698,1.33868,0.000416,0.000416,0.000416
82,2523.26,0.91136,0.57424,1.19375,0.99004,0.99061,0.99333,0.69914,1.02428,0.36178,1.35157,0.0003962,0.0003962,0.0003962
83,2554.11,0.90662,0.56841,1.18127,0.98991,0.99061,0.99279,0.69926,1.03909,0.36547,1.36342,0.0003764,0.0003764,0.0003764
84,2585.75,0.90038,0.56365,1.18147,0.98995,0.99061,0.99404,0.69906,1.04527,0.37101,1.34543,0.0003566,0.0003566,0.0003566
85,2617.29,0.90407,0.56885,1.18401,0.98997,0.99061,0.99319,0.70624,1.06558,0.36951,1.37433,0.0003368,0.0003368,0.0003368
86,2649.29,0.91723,0.5681,1.20664,0.99015,0.99061,0.9938,0.6953,1.03573,0.36355,1.35381,0.000317,0.000317,0.000317
87,2680.42,0.92147,0.57969,1.19737,0.99017,0.99061,0.99394,0.68974,1.05412,0.3635,1.36092,0.0002972,0.0002972,0.0002972
88,2711.37,0.90355,0.55223,1.19184,0.9949,0.99531,0.99411,0.68855,1.05217,0.36165,1.36053,0.0002774,0.0002774,0.0002774
89,2742.23,0.891,0.55918,1.17498,0.9953,0.99471,0.99392,0.69391,1.03968,0.36375,1.3556,0.0002576,0.0002576,0.0002576
90,2774.18,0.89772,0.55769,1.18245,0.99473,0.99531,0.99411,0.69534,1.0551,0.36536,1.35753,0.0002378,0.0002378,0.0002378
91,2808.51,0.89125,0.37112,1.24415,0.99477,0.99531,0.99387,0.68388,1.0471,0.36551,1.36581,0.000218,0.000218,0.000218
92,2838.91,0.88184,0.35558,1.22893,0.99472,0.99531,0.99406,0.68506,1.05146,0.36995,1.36497,0.0001982,0.0001982,0.0001982
93,2869.33,0.87042,0.3528,1.22336,0.99456,0.99531,0.9942,0.69093,1.03887,0.36878,1.35849,0.0001784,0.0001784,0.0001784
94,2898.88,0.87544,0.35113,1.23448,0.99472,0.99531,0.99415,0.68594,1.03699,0.36914,1.36232,0.0001586,0.0001586,0.0001586
95,2928.59,0.85413,0.34094,1.21683,0.99465,0.99531,0.99453,0.69056,1.02418,0.35631,1.35192,0.0001388,0.0001388,0.0001388
96,2958.76,0.8479,0.34208,1.21346,0.99466,0.99531,0.99462,0.6946,1.03102,0.35878,1.35944,0.000119,0.000119,0.000119
97,2988.21,0.85168,0.34401,1.21177,0.9947,0.99531,0.99462,0.70097,1.03177,0.35343,1.35966,9.92e-05,9.92e-05,9.92e-05
98,3018.87,0.86003,0.34459,1.2146,0.99477,0.99531,0.99453,0.69946,1.02969,0.35609,1.35505,7.94e-05,7.94e-05,7.94e-05
99,3050.02,0.84329,0.34468,1.21312,0.99478,0.99531,0.99453,0.69616,1.02941,0.35651,1.35442,5.96e-05,5.96e-05,5.96e-05
100,3080.16,0.84922,0.33966,1.20995,0.99484,0.99531,0.99458,0.69642,1.03239,0.35458,1.35772,3.98e-05,3.98e-05,3.98e-05
