epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2662.59,0.82286,0.54508,1.18766,0.99583,0.99714,0.99469,0.78034,0.89564,0.34083,1.29394,6.139e-05,6.139e-05,6.139e-05
41,2727.18,0.81404,0.5379,1.18991,0.99809,0.99577,0.99469,0.78322,0.89431,0.34036,1.29484,6.04e-05,6.04e-05,6.04e-05
42,2791.38,0.82539,0.5442,1.19408,0.9977,0.99619,0.99482,0.79124,0.89982,0.33328,1.29834,5.941e-05,5.941e-05,5.941e-05
43,2855.74,0.811,0.52928,1.18281,0.99524,0.99687,0.99474,0.78964,0.88857,0.32983,1.2952,5.842e-05,5.842e-05,5.842e-05
44,2920.24,0.81663,0.53179,1.18518,0.99809,0.99649,0.99465,0.79229,0.89073,0.32824,1.29304,5.743e-05,5.743e-05,5.743e-05
45,2984.95,0.80612,0.52358,1.18658,0.99799,0.99523,0.99461,0.7797,0.91104,0.33558,1.3065,5.644e-05,5.644e-05,5.644e-05
46,3053.31,0.80762,0.53028,1.1781,0.99525,0.99774,0.99485,0.79074,0.89307,0.334,1.29639,5.545e-05,5.545e-05,5.545e-05
47,3118.03,0.80205,0.51682,1.17776,0.99809,0.99601,0.99485,0.78688,0.89334,0.33492,1.29373,5.446e-05,5.446e-05,5.446e-05
48,3182.37,0.80997,0.52212,1.17674,0.99758,0.99619,0.99474,0.79363,0.88033,0.33602,1.28721,5.347e-05,5.347e-05,5.347e-05
49,3245.84,0.80331,0.52453,1.17702,0.99778,0.99523,0.99474,0.79643,0.87916,0.32663,1.28543,5.248e-05,5.248e-05,5.248e-05
50,3309.63,0.79318,0.51356,1.1713,0.99428,0.99404,0.99487,0.7975,0.88658,0.32965,1.28858,5.149e-05,5.149e-05,5.149e-05
51,3373.95,0.79895,0.51812,1.17669,0.99628,0.99428,0.99484,0.79093,0.88169,0.33096,1.28559,5.05e-05,5.05e-05,5.05e-05
52,3438.06,0.79726,0.52532,1.17264,0.99791,0.99619,0.99475,0.79205,0.89796,0.32951,1.29318,4.951e-05,4.951e-05,4.951e-05
53,3501.89,0.80418,0.51455,1.17176,0.99714,0.99675,0.99481,0.79057,0.88642,0.32567,1.28761,4.852e-05,4.852e-05,4.852e-05
54,3566.17,0.79439,0.52013,1.17767,0.99804,0.99428,0.99486,0.79036,0.88686,0.32551,1.28943,4.753e-05,4.753e-05,4.753e-05
55,3630.4,0.80317,0.51197,1.17664,0.99714,0.99671,0.99483,0.79099,0.88512,0.32187,1.28653,4.654e-05,4.654e-05,4.654e-05
56,3696.87,0.78815,0.50764,1.1718,0.99804,0.99428,0.99484,0.79191,0.87211,0.3235,1.27597,4.555e-05,4.555e-05,4.555e-05
57,3771.79,0.79516,0.50308,1.17071,0.99618,0.99493,0.9949,0.79371,0.884,0.32393,1.28269,4.456e-05,4.456e-05,4.456e-05
58,3839.78,0.79715,0.50785,1.17384,0.99742,0.99428,0.99489,0.80073,0.87026,0.32104,1.27615,4.357e-05,4.357e-05,4.357e-05
59,3907.57,0.78198,0.49553,1.16527,0.9977,0.99523,0.99487,0.79586,0.88943,0.32225,1.29023,4.258e-05,4.258e-05,4.258e-05
60,3975.3,0.78905,0.49606,1.1644,0.99621,0.99523,0.99488,0.80094,0.88507,0.32308,1.28532,4.159e-05,4.159e-05,4.159e-05
61,4043.31,0.78614,0.49977,1.16509,0.99545,0.99619,0.99487,0.79629,0.87683,0.3248,1.28309,4.06e-05,4.06e-05,4.06e-05
62,4110.73,0.78003,0.49164,1.16727,0.99619,0.99713,0.9948,0.7968,0.88469,0.3197,1.28567,3.961e-05,3.961e-05,3.961e-05
63,4178.3,0.78272,0.48826,1.1687,0.99566,0.99714,0.99486,0.80009,0.8692,0.31903,1.27594,3.862e-05,3.862e-05,3.862e-05
64,4246.49,0.7826,0.49131,1.16812,0.99738,0.99523,0.9948,0.80096,0.87345,0.31813,1.27751,3.763e-05,3.763e-05,3.763e-05
65,4313.94,0.78333,0.48638,1.16852,0.99787,0.99619,0.99484,0.80365,0.86961,0.31539,1.27346,3.664e-05,3.664e-05,3.664e-05
66,4381.11,0.7816,0.49507,1.16514,0.998,0.99619,0.99488,0.80126,0.87865,0.3152,1.27813,3.565e-05,3.565e-05,3.565e-05
67,4448.08,0.77002,0.48798,1.15835,0.99809,0.99578,0.99486,0.80237,0.87945,0.32117,1.27981,3.466e-05,3.466e-05,3.466e-05
68,4514.71,0.78281,0.50581,1.16934,0.99809,0.9951,0.99481,0.80297,0.86242,0.31431,1.26957,3.367e-05,3.367e-05,3.367e-05
69,4582.91,0.77149,0.49033,1.15949,0.99797,0.99523,0.99471,0.801,0.87105,0.31342,1.27972,3.268e-05,3.268e-05,3.268e-05
70,4650,0.77302,0.49059,1.16079,0.99719,0.99333,0.99477,0.80092,0.88123,0.32402,1.28329,3.169e-05,3.169e-05,3.169e-05
71,4717.51,0.76725,0.48636,1.16121,0.99768,0.99428,0.99477,0.80286,0.87388,0.31546,1.27298,3.07e-05,3.07e-05,3.07e-05
72,4784.56,0.75525,0.47748,1.14948,0.99809,0.99512,0.99474,0.80222,0.87471,0.31232,1.27876,2.971e-05,2.971e-05,2.971e-05
73,4851.86,0.77107,0.47809,1.162,0.99732,0.99619,0.99479,0.80052,0.87136,0.317,1.27781,2.872e-05,2.872e-05,2.872e-05
74,4919.42,0.76845,0.48157,1.15416,0.99766,0.99523,0.99472,0.79815,0.87371,0.31282,1.27718,2.773e-05,2.773e-05,2.773e-05
75,4986.81,0.77242,0.48321,1.16362,0.99764,0.99523,0.99478,0.80034,0.87379,0.31161,1.28017,2.674e-05,2.674e-05,2.674e-05
76,5053.83,0.75695,0.47895,1.15346,0.99789,0.99619,0.99488,0.79986,0.88347,0.3158,1.2886,2.575e-05,2.575e-05,2.575e-05
77,5119.4,0.76912,0.48419,1.15815,0.99809,0.99604,0.9948,0.80431,0.86596,0.30909,1.27255,2.476e-05,2.476e-05,2.476e-05
